Title,Release Year,Release Month,Release Date,Release Season,Worldwide Gross,Oscar_Win,GG_Win,BAFTA_Win,Total_Awards_Won
Diana: In Her Own Words,2017,8,2017-08-06,Summer Blockbuster,,0,0,0,0
"Daddy You, Daughter Me",2017,4,2017-04-12,Spring,,0,0,0,0
Alpha and Omega: Journey to Bear Kingdom,2017,5,2017-05-19,Spring,,0,0,0,0
Frost,2017,8,2017-08-03,Summer Blockbuster,,0,0,0,0
Murder in the Woods,2017,8,2017-08-14,Summer Blockbuster,,0,0,0,0
Beauty Mark,2017,6,2017-06-17,Summer Blockbuster,,0,0,0,0
I Can Quit Whenever I Want 3: Ad Honorem,2017,11,2017-11-30,Holiday Season,,0,0,0,0
Operation Dunkirk,2017,7,2017-07-04,Summer Blockbuster,,0,0,0,0
Strong Island,2017,1,2017-01-23,Awards Season,,1,0,0,1
The Capture,2017,11,2017-11-16,Holiday Season,,0,0,0,0
Kaleidoscope,2017,11,2017-11-10,Holiday Season,,0,0,0,0
Fallen Stars,2017,3,2017-03-14,Spring,,0,0,0,0
Realms,2017,12,2017-12-21,Holiday Season,,0,0,0,0
Gunter Babysits,2017,1,2017-01-27,Awards Season,,0,0,0,0
May It Last: A Portrait of the Avett Brothers,2017,9,2017-09-12,Awards Season,,0,0,0,0
Cocote,2017,8,2017-08-21,Summer Blockbuster,,0,0,0,0
Fantastic Journey to Oz,2017,4,2017-04-20,Spring,,0,0,0,0
Kept Boy,2017,2,2017-02-04,Awards Season,,0,0,0,0
Three Summers,2017,11,2017-11-02,Holiday Season,,0,0,0,0
Blood Money,2017,10,2017-10-14,Awards Season,,0,0,0,0
Wren Boys,2017,10,2017-10-14,Awards Season,,0,0,0,0
One Week Friends,2017,2,2017-02-18,Awards Season,,0,0,0,0
A Gift to Remember,2017,11,2017-11-19,Holiday Season,,0,0,0,0
Karen Kingsbury's Maggie's Christmas Miracle,2017,12,2017-12-10,Holiday Season,,0,0,0,0
King Arthur and the Knights of the Round Table,2017,4,2017-04-24,Spring,,0,0,0,0
Puppet Master: Axis Termination,2017,9,2017-09-15,Awards Season,,0,0,0,0
Killer App,2017,3,2017-03-21,Spring,,0,0,0,0
How to Get Girls,2017,10,2017-10-03,Awards Season,,0,0,0,0
I Am Not a Witch,2017,10,2017-10-20,Awards Season,,0,0,0,0
Perfect Bid: The Contestant Who Knew Too Much,2017,10,2017-10-13,Awards Season,,0,0,0,0
Ugly Nasty People,2017,10,2017-10-19,Awards Season,,0,0,0,0
Golden Years,2017,9,2017-09-13,Awards Season,,0,0,0,0
Phillauri,2017,3,2017-03-24,Spring,,0,0,0,0
The Shadow People,2017,2,2017-02-28,Awards Season,,0,0,0,0
Game of Thrones: The Story So Far,2017,7,2017-07-13,Summer Blockbuster,,0,0,0,0
Awaken the Shadowman,2017,7,2017-07-21,Summer Blockbuster,,0,0,0,0
The King's Case Note,2017,4,2017-04-26,Spring,,0,0,0,0
Family Heist,2017,1,2017-01-04,Awards Season,,0,0,0,0
Wait for Your Laugh,2017,11,2017-11-10,Holiday Season,,0,0,0,0
Angela's Christmas,2017,12,2017-12-02,Holiday Season,,0,0,0,0
Arjun Reddy,2017,8,2017-08-25,Summer Blockbuster,,0,0,0,0
Nene Raju Nene Mantri,2017,8,2017-08-11,Summer Blockbuster,,0,0,0,0
The Ciambra,2017,8,2017-08-31,Summer Blockbuster,,0,0,0,0
The Holly Kane Experiment,2017,3,2017-03-25,Spring,,0,0,0,0
David Bowie: The Last Five Years,2017,1,2017-01-07,Awards Season,,0,0,0,0
"A Woman, a Part",2017,3,2017-03-22,Spring,,0,0,0,0
Butterfly Caught,2017,10,2017-10-06,Awards Season,,0,0,0,0
Once Upon a Time in Venice,2017,6,2017-06-08,Summer Blockbuster,,0,0,0,0
Window Horses,2017,3,2017-03-10,Spring,,0,0,0,0
Return to Montauk,2017,5,2017-05-11,Spring,,0,0,0,0
Sleepwalking in Suburbia,2017,7,2017-07-16,Summer Blockbuster,,0,0,0,0
Get Big,2017,9,2017-09-01,Awards Season,,0,0,0,0
Snowflake,2017,9,2017-09-14,Awards Season,,0,0,0,0
A Doggone Hollywood,2017,1,2017-01-06,Awards Season,,0,0,0,0
Walking the Dog,2017,2,2017-02-04,Awards Season,,0,0,0,0
And Then There Was Eve,2017,6,2017-06-18,Summer Blockbuster,,0,0,0,0
The Stalker Club,2017,4,2017-04-15,Spring,,0,0,0,0
"Me gusta, pero me asusta",2017,9,2017-09-22,Awards Season,,0,0,0,0
Basquiat: Rage to Riches,2017,10,2017-10-07,Awards Season,,0,0,0,0
Face 2 Face,2017,4,2017-04-23,Spring,,0,0,0,0
Oceans Rising,2017,1,2017-01-17,Awards Season,,0,0,0,0
Same Time Next Week,2017,8,2017-08-05,Summer Blockbuster,,0,0,0,0
Side Job,2017,7,2017-07-15,Summer Blockbuster,,0,0,0,0
The Secret Life of Kyle,2017,8,2017-08-02,Summer Blockbuster,,0,0,0,0
This Crazy Heart,2017,12,2017-12-21,Holiday Season,,0,0,0,0
The Eternal Road,2017,9,2017-09-15,Awards Season,,0,0,0,0
The Thousand Faces of Dunjia,2017,12,2017-12-15,Holiday Season,46263237.0,0,0,0,0
Husband & Wife,2017,4,2017-04-13,Spring,,0,0,0,0
Christmas Solo,2017,11,2017-11-28,Holiday Season,,0,0,0,0
Born and Missing,2017,9,2017-09-28,Awards Season,,0,0,0,0
Shubh Mangal Saavdhan,2017,8,2017-08-31,Summer Blockbuster,,0,0,0,0
Word of God,2017,9,2017-09-28,Awards Season,,0,0,0,0
Country Crush,2017,1,2017-01-01,Awards Season,,0,0,0,0
Ismael's Ghosts,2017,5,2017-05-17,Spring,,0,0,0,0
Pretty Little Dead Girl,2017,1,2017-01-04,Awards Season,,0,0,0,0
The Dawn Wall,2017,11,2017-11-01,Holiday Season,,0,0,0,0
Girls' Night Out,2017,1,2017-01-22,Awards Season,,0,0,0,0
Django,2017,4,2017-04-26,Spring,,0,0,0,0
The Killer,2017,9,2017-09-13,Awards Season,,0,0,0,0
Addio fottuti musi verdi,2017,11,2017-11-09,Holiday Season,,0,0,0,0
A Song for Christmas,2017,11,2017-11-11,Holiday Season,,0,0,0,0
Namiya,2017,12,2017-12-29,Holiday Season,35351623.0,0,0,0,0
Fukrey Returns,2017,12,2017-12-07,Holiday Season,,0,0,0,0
In the Family,2017,12,2017-12-01,Holiday Season,,0,0,0,0
Yurigokoro,2017,9,2017-09-23,Awards Season,,0,0,0,0
Ryde,2017,9,2017-09-15,Awards Season,,0,0,0,0
Devil's Domain,2017,5,2017-05-19,Spring,,0,0,0,0
Lipstick Under My Burkha,2017,7,2017-07-21,Summer Blockbuster,,0,0,0,0
Beyond Brotherhood,2017,8,2017-08-17,Summer Blockbuster,,0,0,0,0
New Trial,2017,2,2017-02-15,Awards Season,,0,0,0,0
Zombies,2017,9,2017-09-29,Awards Season,,0,0,0,0
Maktub,2017,9,2017-09-06,Awards Season,,0,0,0,0
Britney Ever After,2017,2,2017-02-18,Awards Season,,0,0,0,0
Theeran Adhigaaram Ondru,2017,11,2017-11-17,Holiday Season,,0,0,0,0
Fantastica: A Boonie Bears Adventure,2017,1,2017-01-28,Awards Season,77151096.0,0,0,0,0
Barbie: Dolphin Magic,2017,9,2017-09-20,Awards Season,,0,0,0,0
Access All Areas,2017,10,2017-10-20,Awards Season,,0,0,0,0
"Sun, Sand & Romance",2017,8,2017-08-26,Summer Blockbuster,,0,0,0,0
Dance Academy: The Movie,2017,4,2017-04-06,Spring,,0,0,0,0
The Harrowing,2017,8,2017-08-03,Summer Blockbuster,,0,0,0,0
Neil Stryker and The Tyrant of Time,2017,4,2017-04-11,Spring,,0,0,0,0
Summer 1993,2017,3,2017-03-24,Spring,,0,0,0,0
The Jungle Bunch,2017,7,2017-07-26,Summer Blockbuster,,0,0,0,0
The Twin,2017,1,2017-01-06,Awards Season,,0,0,0,0
Room for Rent,2017,10,2017-10-06,Awards Season,,0,0,0,0
Agnelli,2017,12,2017-12-18,Holiday Season,,0,0,0,0
Sequence Break,2017,7,2017-07-18,Summer Blockbuster,,0,0,0,0
Anchor and Hope,2017,11,2017-11-24,Holiday Season,,0,0,0,0
This Was the XFL,2017,2,2017-02-02,Awards Season,,0,0,0,0
Alien Convergence,2017,6,2017-06-27,Summer Blockbuster,,0,0,0,0
If I Were a Boy,2017,2,2017-02-22,Awards Season,,0,0,0,0
Legend of the Naga Pearls,2017,8,2017-08-11,Summer Blockbuster,,0,0,0,0
Gautamiputra Satakarni,2017,1,2017-01-12,Awards Season,,0,0,0,0
The Carmilla Movie,2017,10,2017-10-26,Awards Season,,0,0,0,0
Juggernaut,2017,10,2017-10-07,Awards Season,,0,0,0,0
The Covenant,2017,2,2017-02-07,Awards Season,,0,0,0,0
Eagles of Death Metal: Nos Amis (Our Friends),2017,1,2017-01-14,Awards Season,,0,0,0,0
Vivegam,2017,8,2017-08-24,Summer Blockbuster,,0,0,0,0
Corpse Prison: Part 1,2017,6,2017-06-03,Summer Blockbuster,,0,0,0,0
Le Brio,2017,11,2017-11-22,Holiday Season,,0,0,0,0
Windstorm 3,2017,7,2017-07-27,Summer Blockbuster,,0,0,0,0
Tubelight,2017,6,2017-06-22,Summer Blockbuster,,0,0,0,0
Gook,2017,8,2017-08-18,Summer Blockbuster,,0,0,0,0
Jailbreak,2017,1,2017-01-31,Awards Season,,0,0,0,0
"Can't Stop, Won't Stop: A Bad Boy Story",2017,4,2017-04-27,Spring,,0,0,0,0
Naam Shabana,2017,3,2017-03-31,Spring,,0,0,0,0
Magellan,2017,2,2017-02-12,Awards Season,,0,0,0,0
Believer,2017,1,2017-01-20,Awards Season,,0,0,0,0
Game,2017,5,2017-05-03,Spring,,0,0,0,0
The Motive,2017,11,2017-11-17,Holiday Season,,0,0,0,0
Christmas Connection,2017,12,2017-12-17,Holiday Season,,0,0,0,0
Ignorance Is Bliss,2017,2,2017-02-23,Awards Season,,0,0,0,0
Mad Genius,2017,8,2017-08-25,Summer Blockbuster,,0,0,0,0
Gregoire,2017,12,2017-12-31,Holiday Season,,0,0,0,0
The Cakemaker,2017,12,2017-12-28,Holiday Season,,0,0,0,0
Control,2017,10,2017-10-25,Awards Season,,0,0,0,0
You Disappear,2017,4,2017-04-20,Spring,,0,0,0,0
Golmaal Again,2017,10,2017-10-20,Awards Season,,0,0,0,0
Negative,2017,4,2017-04-25,Spring,,0,0,0,0
Long Shot,2017,9,2017-09-03,Awards Season,,0,0,0,0
Kamiusagi Rope x Boruto: Naruto Next Generations,2017,10,2017-10-14,Awards Season,,0,0,0,0
Newton,2017,9,2017-09-22,Awards Season,,0,0,0,0
Bloodrunners,2017,3,2017-03-03,Spring,,0,0,0,0
Cold Hell,2017,1,2017-01-19,Awards Season,,0,0,0,0
The Atoning,2017,2,2017-02-18,Awards Season,,0,0,0,0
Il colore nascosto delle cose,2017,9,2017-09-08,Awards Season,,0,0,0,0
Cardboard Gangsters,2017,4,2017-04-22,Spring,,0,0,0,0
Peace Breaker,2017,8,2017-08-18,Summer Blockbuster,,0,0,0,0
Alanis,2017,9,2017-09-21,Awards Season,,0,0,0,0
The Swan Princess: Royally Undercover,2017,3,2017-03-26,Spring,,0,0,0,0
Campus Caller,2017,9,2017-09-13,Awards Season,,0,0,0,0
Just Friendship,2017,1,2017-01-06,Awards Season,,0,0,0,0
I Am Evidence,2017,6,2017-06-15,Summer Blockbuster,,0,0,0,0
Psychopaths,2017,4,2017-04-20,Spring,,0,0,0,0
The Legend of Timm Thaler: or The Boy Who Sold His Laughter,2017,2,2017-02-02,Awards Season,,0,0,0,0
Redwood,2017,8,2017-08-24,Summer Blockbuster,,0,0,0,0
Little Spirou,2017,9,2017-09-27,Awards Season,,0,0,0,0
"No Date, No Signature",2017,8,2017-08-01,Summer Blockbuster,,0,0,0,0
Meow,2017,7,2017-07-20,Summer Blockbuster,,0,0,0,0
Psycho Wedding Crasher,2017,10,2017-10-03,Awards Season,,0,0,0,0
Mike Birbiglia: Thank God for Jokes,2017,2,2017-02-28,Awards Season,,0,0,0,0
Gogol. The Beginning,2017,8,2017-08-31,Summer Blockbuster,,0,0,0,0
Return to... Return to Nuke 'Em High aka Vol. 2,2017,1,2017-01-15,Awards Season,,0,0,0,0
Ultimate Justice,2017,10,2017-10-03,Awards Season,,0,0,0,0
Assholes,2017,3,2017-03-11,Spring,,0,0,0,0
Bad Grandmas,2017,11,2017-11-03,Holiday Season,,0,0,0,0
Star Raiders: The Adventures of Saber Raine,2017,5,2017-05-08,Spring,,0,0,0,0
Lasso,2017,10,2017-10-22,Awards Season,,0,0,0,0
Let It Fall: Los Angeles 1982-1992,2017,4,2017-04-21,Spring,,0,0,0,0
A Special Lady,2017,11,2017-11-09,Holiday Season,,0,0,0,0
Highway to Havasu,2017,3,2017-03-07,Spring,,0,0,0,0
The Monster Project,2017,8,2017-08-18,Summer Blockbuster,,0,0,0,0
Stray Bullets,2017,2,2017-02-10,Awards Season,,0,0,0,0
Sachin: A Billion Dreams,2017,5,2017-05-26,Spring,,0,0,0,0
Predator World,2017,9,2017-09-18,Awards Season,,0,0,0,0
La Colle,2017,7,2017-07-19,Summer Blockbuster,,0,0,0,0
Crystal Inferno,2017,11,2017-11-04,Holiday Season,,0,0,0,0
Extraordinary Mission,2017,3,2017-03-31,Spring,22757764.0,0,0,0,0
Once Upon a Date,2017,7,2017-07-01,Summer Blockbuster,,0,0,0,0
The Raking,2017,3,2017-03-07,Spring,,0,0,0,0
Snow Steam Iron,2017,9,2017-09-19,Awards Season,,0,0,0,0
Sicilian Ghost Story,2017,11,2017-11-18,Holiday Season,,0,0,0,0
Kill Order,2017,11,2017-11-06,Holiday Season,,0,0,0,0
Kaatru Veliyidai,2017,4,2017-04-07,Spring,,0,0,0,0
Mountain,2017,11,2017-11-30,Holiday Season,,0,0,0,0
Kavan,2017,3,2017-03-31,Spring,,0,0,0,0
The Trouble with Mistletoe,2017,12,2017-12-15,Holiday Season,,0,0,0,0
Mathilde,2017,10,2017-10-25,Awards Season,,0,0,0,0
ClownTown,2017,7,2017-07-21,Summer Blockbuster,,0,0,0,0
Beach House,2017,10,2017-10-20,Awards Season,,0,0,0,0
Hooked,2017,10,2017-10-20,Awards Season,,0,0,0,0
Omicidio all'italiana,2017,3,2017-03-02,Spring,,0,0,0,0
Bogan,2017,2,2017-02-02,Awards Season,,0,0,0,0
The Whiskey Bandit,2017,11,2017-11-23,Holiday Season,,0,0,0,0
Jurassic School,2017,1,2017-01-31,Awards Season,,0,0,0,0
Doomsday Device,2017,2,2017-02-19,Awards Season,,0,0,0,0
Darkness Rising,2017,6,2017-06-30,Summer Blockbuster,,0,0,0,0
Gone Fishing,2017,2,2017-02-21,Awards Season,,0,0,0,0
The Insult,2017,9,2017-09-14,Awards Season,,1,0,0,1
Miss Butcher,2017,1,2017-01-11,Awards Season,,0,0,0,0
The Lullaby Killer,2017,10,2017-10-20,Awards Season,,0,0,0,0
Tiger Girl,2017,4,2017-04-06,Spring,,0,0,0,0
Mostly Sunny,2017,1,2017-01-13,Awards Season,,0,0,0,0
Global Meltdown,2017,7,2017-07-06,Summer Blockbuster,,0,0,0,0
The Tokyo Night Sky Is Always the Densest Shade of Blue,2017,2,2017-02-13,Awards Season,,0,0,0,0
Instant Death,2017,5,2017-05-02,Spring,,0,0,0,0
Todd and the Book of Pure Evil: The End of the End,2017,9,2017-09-03,Awards Season,,0,0,0,0
Tornado Girl,2017,9,2017-09-16,Awards Season,,0,0,0,0
Saving Capitalism,2017,8,2017-08-25,Summer Blockbuster,,0,0,0,0
A Joyous Christmas,2017,11,2017-11-26,Holiday Season,,0,0,0,0
"Like Mother, Like Daughter",2017,3,2017-03-29,Spring,,0,0,0,0
Rodin,2017,8,2017-08-31,Summer Blockbuster,,0,0,0,0
Demons,2017,10,2017-10-06,Awards Season,,0,0,0,0
The Archer,2017,3,2017-03-11,Spring,,0,0,0,0
Pop Aye,2017,9,2017-09-06,Awards Season,,0,0,0,0
RV: Resurrected Victims,2017,10,2017-10-12,Awards Season,,0,0,0,0
Dear Etranger,2017,8,2017-08-26,Summer Blockbuster,,0,0,0,0
I Am Heath Ledger,2017,4,2017-04-23,Spring,,0,0,0,0
My Brother Loves Me Too Much,2017,6,2017-06-30,Summer Blockbuster,,0,0,0,0
Foreboding,2017,11,2017-11-11,Holiday Season,,0,0,0,0
Mr. Pride VS Miss. Prejudice,2017,4,2017-04-21,Spring,,0,0,0,0
Venus,2017,10,2017-10-09,Awards Season,,0,0,0,0
Citizen Jane: Battle for the City,2017,4,2017-04-21,Spring,,0,0,0,0
Chi m'ha visto,2017,9,2017-09-28,Awards Season,,0,0,0,0
The Crescent,2017,9,2017-09-07,Awards Season,,0,0,0,0
Love Off the Cuff,2017,4,2017-04-27,Spring,25959989.0,0,0,0,0
Dummie the Mummy and the Tomb of Achnetoet,2017,10,2017-10-04,Awards Season,,0,0,0,0
The Last Prosecco,2017,10,2017-10-31,Awards Season,,0,0,0,0
Lucky,2017,5,2017-05-20,Spring,,0,0,0,0
American Gothic,2017,9,2017-09-22,Awards Season,,0,0,0,0
Woodshock,2017,9,2017-09-22,Awards Season,,0,0,0,0
My Happy Family,2017,5,2017-05-10,Spring,,0,0,0,0
Maya Dardel,2017,3,2017-03-12,Spring,,0,0,0,0
S.M.A.R.T. Chase,2017,9,2017-09-30,Awards Season,,0,0,0,0
Space Chicken,2017,10,2017-10-12,Awards Season,,0,0,0,0
Against the Night,2017,9,2017-09-15,Awards Season,,0,0,0,0
Infoholic,2017,3,2017-03-02,Spring,,0,0,0,0
Guest iin London,2017,7,2017-07-07,Summer Blockbuster,,0,0,0,0
Fatal Defense,2017,4,2017-04-01,Spring,,0,0,0,0
Room No.7,2017,11,2017-11-15,Holiday Season,,0,0,0,0
My Pet Dinosaur,2017,4,2017-04-22,Spring,,0,0,0,0
Lover for a Day,2017,5,2017-05-31,Spring,,0,0,0,0
Deadly Double Cross,2017,10,2017-10-22,Awards Season,,0,0,0,0
The Unwilling,2017,3,2017-03-01,Spring,,0,0,0,0
Black Snow,2017,1,2017-01-19,Awards Season,,0,0,0,0
WHAT DID JACK DO?,2017,11,2017-11-08,Holiday Season,,0,0,0,0
New Wave: Dare to be Different,2017,4,2017-04-27,Spring,,0,0,0,0
Body of Deceit,2017,9,2017-09-19,Awards Season,,0,0,0,0
Begum Jaan,2017,4,2017-04-14,Spring,,0,0,0,0
King Arthur: Excalibur Rising,2017,3,2017-03-01,Spring,,0,0,0,0
Replace,2017,9,2017-09-02,Awards Season,,0,0,0,0
Boyfriend Killer,2017,1,2017-01-08,Awards Season,,0,0,0,0
The Legend of 420,2017,12,2017-12-01,Holiday Season,,0,0,0,0
The Summit,2017,8,2017-08-17,Summer Blockbuster,,0,0,0,0
Threesome,2017,12,2017-12-20,Holiday Season,,0,0,0,0
Totem,2017,10,2017-10-31,Awards Season,,0,0,0,0
This Is Everything: Gigi Gorgeous,2017,1,2017-01-24,Awards Season,,0,0,0,0
Non-Transferable,2017,2,2017-02-14,Awards Season,,0,0,0,0
The Ice Cream Truck,2017,8,2017-08-18,Summer Blockbuster,,0,0,0,0
A Place in the Caribbean,2017,3,2017-03-23,Spring,,0,0,0,0
The Giant,2017,10,2017-10-05,Awards Season,,0,0,0,0
Moomins and the Winter Wonderland,2017,11,2017-11-23,Holiday Season,,0,0,0,0
Corporate,2017,4,2017-04-05,Spring,,0,0,0,0
Lucid Dream,2017,2,2017-02-22,Awards Season,,0,0,0,0
Ripped,2017,6,2017-06-23,Summer Blockbuster,,0,0,0,0
Make a Bow and Kiss,2017,11,2017-11-11,Holiday Season,,0,0,0,0
Battlecreek,2017,11,2017-11-03,Holiday Season,,0,0,0,0
The Teacher,2017,9,2017-09-13,Awards Season,,0,0,0,0
The Good Time Girls,2017,8,2017-08-02,Summer Blockbuster,,0,0,0,0
Tommy's Honour,2017,7,2017-07-07,Summer Blockbuster,,0,0,0,0
Boston,2017,2,2017-02-23,Awards Season,,0,0,0,0
Pumpkin and Mayonnaise,2017,11,2017-11-11,Holiday Season,,0,0,0,0
Tips for Cheating,2017,2,2017-02-24,Awards Season,,0,0,0,0
Titanic: 20 Years Later with James Cameron,2017,11,2017-11-26,Holiday Season,,0,0,0,0
Deadly Detention,2017,1,2017-01-23,Awards Season,,0,0,0,0
Hitler's Hollywood,2017,2,2017-02-23,Awards Season,,0,0,0,0
Velaiyilla Pattathari 2,2017,8,2017-08-11,Summer Blockbuster,,0,0,0,0
Coyote,2017,2,2017-02-16,Awards Season,,0,0,0,0
The New Adventures of Cinderella,2017,10,2017-10-18,Awards Season,,0,0,0,0
Sinister Minister,2017,9,2017-09-12,Awards Season,,0,0,0,0
Meesaya Murukku,2017,7,2017-07-21,Summer Blockbuster,,0,0,0,0
The Perfect Christmas Present,2017,11,2017-11-04,Holiday Season,,0,0,0,0
Dealer/Healer,2017,5,2017-05-18,Spring,,0,0,0,0
Lommbock,2017,3,2017-03-23,Spring,,0,0,0,0
Cyborgs,2017,12,2017-12-07,Holiday Season,,0,0,0,0
The Blackwell Ghost,2017,8,2017-08-11,Summer Blockbuster,,0,0,0,0
Craig Ferguson: Tickle Fight,2017,12,2017-12-05,Holiday Season,,0,0,0,0
He Even Has Your Eyes,2017,1,2017-01-18,Awards Season,,0,0,0,0
Velaikkaran,2017,12,2017-12-22,Holiday Season,,0,0,0,0
Solo,2017,10,2017-10-05,Awards Season,,0,0,0,0
A Stranger with My Kids,2017,2,2017-02-05,Awards Season,,0,0,0,0
Batman Is Just Not That Into You,2017,6,2017-06-13,Summer Blockbuster,,0,0,0,0
Cinderella the Cat,2017,9,2017-09-14,Awards Season,,0,0,0,0
The Last Hour,2017,9,2017-09-14,Awards Season,,0,0,0,0
Diane Has the Right Shape,2017,11,2017-11-15,Holiday Season,,0,0,0,0
Party Boat,2017,9,2017-09-15,Awards Season,,0,0,0,0
Superswede: A film about Ronnie Peterson,2017,8,2017-08-17,Summer Blockbuster,,0,0,0,0
Dismissal,2017,6,2017-06-30,Summer Blockbuster,,0,0,0,0
A Death in the Gunj,2017,6,2017-06-02,Summer Blockbuster,,0,0,0,0
Bomb Scared,2017,12,2017-12-08,Holiday Season,,0,0,0,0
Requiem for Mrs. J,2017,3,2017-03-16,Spring,,0,0,0,0
The Day After,2017,6,2017-06-07,Summer Blockbuster,,0,0,0,0
Everything Beautiful Is Far Away,2017,6,2017-06-21,Summer Blockbuster,,0,0,0,0
Marlina the Murderer in Four Acts,2017,5,2017-05-15,Spring,,0,0,0,0
Hunting Emma,2017,6,2017-06-12,Summer Blockbuster,,0,0,0,0
Room 213,2017,2,2017-02-24,Awards Season,,0,0,0,0
Tea Pets,2017,7,2017-07-21,Summer Blockbuster,,0,0,0,0
Shaadi Mein Zaroor Aana,2017,11,2017-11-10,Holiday Season,,0,0,0,0
Finally Found Someone,2017,7,2017-07-26,Summer Blockbuster,,0,0,0,0
The Last Shaman,2017,5,2017-05-12,Spring,,0,0,0,0
Fidaa,2017,7,2017-07-20,Summer Blockbuster,,0,0,0,0
Christmas Princess,2017,12,2017-12-13,Holiday Season,,0,0,0,0
Raabta,2017,6,2017-06-08,Summer Blockbuster,,0,0,0,0
Dona Flor e Seus Dois Maridos,2017,11,2017-11-02,Holiday Season,,0,0,0,0
Just to Be Sure,2017,9,2017-09-06,Awards Season,,0,0,0,0
Claire in Motion,2017,1,2017-01-13,Awards Season,,0,0,0,0
Area of Conflict,2017,5,2017-05-04,Spring,,0,0,0,0
Bibi & Tina: Perfect Pandemonium,2017,2,2017-02-23,Awards Season,,0,0,0,0
The Stronghold,2017,10,2017-10-12,Awards Season,,0,0,0,0
Shelter,2017,10,2017-10-19,Awards Season,,0,0,0,0
Hitchhiker Massacre,2017,4,2017-04-03,Spring,,0,0,0,0
Vampire Cleanup Department,2017,3,2017-03-16,Spring,,0,0,0,0
You Live for Me,2017,7,2017-07-19,Summer Blockbuster,,0,0,0,0
Mubarakan,2017,7,2017-07-28,Summer Blockbuster,,0,0,0,0
Tumhari Sulu,2017,11,2017-11-17,Holiday Season,,0,0,0,0
Nightworld,2017,5,2017-05-29,Spring,,0,0,0,0
August Creek,2017,7,2017-07-05,Summer Blockbuster,,0,0,0,0
Rainbow: A Private Affair,2017,11,2017-11-01,Holiday Season,,0,0,0,0
Do It Like An Hombre,2017,8,2017-08-11,Summer Blockbuster,,0,0,0,0
In and Out,2017,9,2017-09-20,Awards Season,,0,0,0,0
One Day,2017,4,2017-04-05,Spring,,0,0,0,0
Maanagaram,2017,3,2017-03-10,Spring,,0,0,0,0
Endless Love,2017,3,2017-03-24,Spring,,0,0,0,0
Mechanics of Love,2017,6,2017-06-03,Summer Blockbuster,,0,0,0,0
The Tooth and the Nail,2017,5,2017-05-09,Spring,,0,0,0,0
You Only Live Once,2017,6,2017-06-15,Summer Blockbuster,,0,0,0,0
Buy Me,2017,6,2017-06-23,Summer Blockbuster,,0,0,0,0
Dear Basketball,2017,4,2017-04-23,Spring,,1,0,0,1
Tokyo Idols,2017,7,2017-07-28,Summer Blockbuster,,0,0,0,0
This Is Our Land,2017,1,2017-01-25,Awards Season,,0,0,0,0
The Doll,2017,12,2017-12-08,Holiday Season,,0,0,0,0
Dance to Death,2017,3,2017-03-16,Spring,,0,0,0,0
Mister Happiness,2017,1,2017-01-01,Awards Season,,0,0,0,0
Under the Bed,2017,1,2017-01-07,Awards Season,,0,0,0,0
Anonymous Noise,2017,11,2017-11-25,Holiday Season,,0,0,0,0
Valentine,2017,11,2017-11-23,Holiday Season,,0,0,0,0
Another Yeti a Love Story: Life on the Streets,2017,2,2017-02-14,Awards Season,,0,0,0,0
Rescue Under Fire,2017,3,2017-03-10,Spring,,0,0,0,0
CIA: Comrade In America,2017,5,2017-05-05,Spring,,0,0,0,0
Mon Mon Mon Monsters,2017,7,2017-07-27,Summer Blockbuster,,0,0,0,0
"Ron Goossens, Low Budget Stuntman",2017,1,2017-01-26,Awards Season,,0,0,0,0
Framed By My Fiancé,2017,11,2017-11-27,Holiday Season,,0,0,0,0
"Love, Cecil",2017,12,2017-12-01,Holiday Season,,0,0,0,0
Killer Mom,2017,4,2017-04-15,Spring,,0,0,0,0
Black Sabbath: The End of The End,2017,9,2017-09-20,Awards Season,,0,0,0,0
Christmas Festival of Ice,2017,11,2017-11-04,Holiday Season,,0,0,0,0
The Immortal Wars,2017,6,2017-06-06,Summer Blockbuster,,0,0,0,0
Adriana's Pact,2017,10,2017-10-05,Awards Season,,0,0,0,0
Les Enfoirés 2017 - Mission Enfoirés,2017,3,2017-03-03,Spring,,0,0,0,0
Simran,2017,9,2017-09-15,Awards Season,,0,0,0,0
The Eternal Feminine,2017,10,2017-10-27,Awards Season,,0,0,0,0
The Order of Things,2017,9,2017-09-07,Awards Season,,0,0,0,0
A Mother's Crime,2017,8,2017-08-21,Summer Blockbuster,,0,0,0,0
Nobody Speak: Trials of the Free Press,2017,1,2017-01-24,Awards Season,,0,0,0,0
Miss Me This Christmas,2017,11,2017-11-01,Holiday Season,,0,0,0,0
Pound for Pound,2017,6,2017-06-15,Summer Blockbuster,,0,0,0,0
I am William,2017,12,2017-12-21,Holiday Season,,0,0,0,0
Deadly Vows,2017,10,2017-10-14,Awards Season,,0,0,0,0
The Workshop,2017,10,2017-10-11,Awards Season,,0,0,0,0
A Gray State,2017,8,2017-08-07,Summer Blockbuster,,0,0,0,0
Before the Fall,2017,4,2017-04-21,Spring,,0,0,0,0
The Toymaker,2017,8,2017-08-21,Summer Blockbuster,,0,0,0,0
The Line,2017,8,2017-08-03,Summer Blockbuster,,0,0,0,0
Taken Heart,2017,1,2017-01-24,Awards Season,,0,0,0,0
Clair Obscur,2017,12,2017-12-07,Holiday Season,,0,0,0,0
